Database,Admin,Table,UserLimit,,,,,,
4,DPT_SAB,MMK,9999999999999.000,,I,0,,,0
4,DPT_SAT,MMK,9999999999999.000,,I,0,,,0
4,DPT_SBI,MMK,9999999999999.000,,I,0,,,0
4,DPT_SLS,MMK,9999999999999.000,,I,0,,,0
4,DPT_SRA,MMK,9999999999999.000,,I,0,,,0
4,DPT_SRG,MMK,9999999999999.000,,I,0,,,0
4,DPT_TRF,MMK,9999999999999.000,,I,0,,,0
4,FAC_CLS,MMK,9999999999999.000,,I,0,,,0
4,FAC_OPN,MMK,9999999999999.000,,I,0,,,0
4,FAC_PBC,MMK,9999999999999.000,,I,0,,,0
4,FAC_PBD,MMK,9999999999999.000,,I,0,,,0
4,FAC_PBG,MMK,9999999999999.000,,I,0,,,0
4,FAC_SBC,MMK,9999999999999.000,,I,0,,,0
4,FAC_SBD,MMK,9999999999999.000,,I,0,,,0
4,FAC_SBG,MMK,9999999999999.000,,I,0,,,0
4,FAC_TFB,MMK,9999999999999.000,,I,0,,,0
4,MTG_APR,MMK,9999999999999.000,,I,0,,,0
4,MTG_BLK,MMK,9999999999999.000,,I,0,,,0
4,MTG_BRL,MMK,9999999999999.000,,I,0,,,0
4,MTG_CLS,MMK,9999999999999.000,,I,0,,,0
4,MTG_DCR,MMK,9999999999999.000,,I,0,,,0
4,MTG_HDT,MMK,9999999999999.000,,I,0,,,0
4,MTG_INR,MMK,9999999999999.000,,I,0,,,0
4,MTG_OPN,MMK,.000,,I,0,,,0
4,MTG_RLS,MMK,9999999999999.000,,I,0,,,0
4,MTG_RLS_OD,MMK,9999999999999.000,,I,0,,,0
4,MTG_RTN,MMK,9999999999999.000,,I,0,,,0
4,MTG_SCR,MMK,9999999999999.000,,I,0,,,0
4,MTG_SCR_OD,MMK,9999999999999.000,,I,0,,,0
4,PMT_IIT,MMK,9999999999999.000,,I,0,,,0
4,PMT_OIT,MMK,9999999999999.000,,I,0,,,0
4,PMT_OITT,MMK,9999999999999.000,,I,0,,,0
4,PMT_IITT,MMK,9999999999999.000,,I,0,,,0
4,PMT_KITT,MMK,9999999999999.000,,I,0,,,0
4,ACT_ACT,MMK,9999999999999.000,,A,0,,,0
4,ACT_CSH,MMK,9999999999999.000,,A,0,,,0
4,ACT_DPT,MMK,9999999999999.000,,A,0,,,0
4,ACT_FEE,MMK,9999999999999.000,,A,0,,,0
4,ACT_GFEE,MMK,9999999999999.000,,A,0,,,0
4,ACT_MAN,MMK,9999999999999.000,,A,0,,,0
4,ADM_FXD,MMK,9999999999999.000,,A,0,,,0
4,CRD_APR,MMK,9999999999999.000,,A,0,,,0
4,CRD_BLK,MMK,9999999999999.000,,A,0,,,0
4,CRD_CAS,MMK,9999999999999.000,,A,0,,,0
4,CRD_CDR,MMK,9999999999999.000,,A,0,,,0
4,CRD_CIPM,MMK,9999999999999.000,,A,0,,,0
4,CRD_CLA,MMK,9999999999999.000,,A,0,,,0
4,CRD_CLS,MMK,9999999999999.000,,A,0,,,0
4,CRD_EXT,MMK,9999999999999.000,,A,0,,,0
4,CRD_FCD,MMK,9999999999999.000,,A,0,,,0
4,CRD_FCG,MMK,9999999999999.000,,A,0,,,0
4,CRD_FOC,MMK,9999999999999.000,,A,0,,,0
4,CRD_FRG,MMK,9999999999999.000,,A,0,,,0
4,CRD_HIS,MMK,9999999999999.000,,A,0,,,0
4,CRD_IFC,MMK,9999999999999.000,,A,0,,,0
4,CRD_IPCT,MMK,9999999999999.000,,A,0,,,0
4,CRD_MDR,MMK,9999999999999.000,,A,0,,,0
4,CRD_MIPM,MMK,9999999999999.000,,A,0,,,0
4,CRD_NPL,MMK,9999999999999.000,,A,0,,,0
4,CRD_OPN,MMK,9999999999999.000,,A,0,,,0
4,CRD_PLA,MMK,9999999999999.000,,A,0,,,0
4,CRD_PLAD,MMK,9999999999999.000,,A,0,,,0
4,CRD_PLC,MMK,9999999999999.000,,A,0,,,0
4,CRD_PLO,MMK,9999999999999.000,,A,0,,,0
4,CRD_REJ,MMK,9999999999999.000,,A,0,,,0
4,CRD_RFC,MMK,9999999999999.000,,A,0,,,0
4,CRD_RFD,MMK,9999999999999.000,,A,0,,,0
4,CRD_RLS,MMK,9999999999999.000,,A,0,,,0
4,CRD_SPAD,MMK,9999999999999.000,,A,0,,,0
4,CRD_SPLA,MMK,9999999999999.000,,A,0,,,0
4,CRD_SPLC,MMK,9999999999999.000,,A,0,,,0
4,CRD_SPLO,MMK,9999999999999.000,,A,0,,,0
4,CRD_TDR,MMK,9999999999999.000,,A,0,,,0
4,CSH_ACT,MMK,9999999999999.000,,A,0,,,0
4,CSH_BMOV,MMK,9999999999999.000,,A,0,,,0
4,CSH_CSH,MMK,9999999999999.000,,A,0,,,0
4,CSH_DNM,MMK,9999999999999.000,,A,0,,,0
4,CSH_DPT,MMK,9999999999999.000,,A,0,,,0
4,CSH_MOV,MMK,9999999999999.000,,A,0,,,0
4,CTM_APR,MMK,9999999999999.000,,A,0,,,0
4,CTM_CAS,MMK,9999999999999.000,,A,0,,,0
4,DPT_ACT,MMK,9999999999999.000,,A,0,,,0
4,DPT_APR,MMK,9999999999999.000,,A,0,,,0
4,DPT_BLK,MMK,9999999999999.000,,A,0,,,0
4,DPT_CAS,MMK,9999999999999.000,,A,0,,,0
4,DPT_CCI,MMK,9999999999999.000,,A,0,,,0
4,DPT_CCR,MMK,9999999999999.000,,A,0,,,0
4,DPT_CCW,MMK,9999999999999.000,,A,0,,,0
4,DPT_CDP,MMK,9999999999999.000,,A,0,,,0
4,DPT_CDT,MMK,9999999999999.000,,A,0,,,0
4,DPT_CEI,MMK,9999999999999.000,,A,0,,,0
4,DPT_CER,MMK,9999999999999.000,,A,0,,,0
4,DPT_CIP,MMK,9999999999999.000,,A,0,,,0
4,DPT_CIQ,MMK,9999999999999.000,,A,0,,,0
4,DPT_CIS,MMK,9999999999999.000,,A,0,,,0
4,DPT_CLS,MMK,9999999999999.000,,A,0,,,0
4,DPT_COD,MMK,9999999999999.000,,A,0,,,0
4,DPT_COG,MMK,9999999999999.000,,A,0,,,0
4,DPT_CRT,MMK,9999999999999.000,,A,0,,,0
4,DPT_CSH,MMK,9999999999999.000,,A,0,,,0
4,DPT_CTS,MMK,9999999999999.000,,A,0,,,0
4,DPT_CWC,MMK,9999999999999.000,,A,0,,,0
4,DPT_CWM,MMK,9999999999999.000,,A,0,,,0
4,DPT_CWR,MMK,9999999999999.000,,A,0,,,0
4,DPT_DIP,MMK,9999999999999.000,,A,0,,,0
4,DPT_DLS,MMK,9999999999999.000,,A,0,,,0
4,DPT_DPT,MMK,9999999999999.000,,A,0,,,0
4,DPT_EMK,MMK,9999999999999.000,,A,0,,,0
4,DPT_ERL,MMK,9999999999999.000,,A,0,,,0
4,DPT_FBI,MMK,9999999999999.000,,A,0,,,0
4,DPT_FEE,MMK,9999999999999.000,,A,0,,,0
4,DPT_FOC,MMK,9999999999999.000,,A,0,,,0
4,DPT_HIS,MMK,9999999999999.000,,A,0,,,0
4,DPT_IFC,MMK,9999999999999.000,,A,0,,,0
4,DPT_MDP,MMK,9999999999999.000,,A,0,,,0
4,DPT_MIP,MMK,9999999999999.000,,A,0,,,0
4,DPT_MLS,MMK,9999999999999.000,,A,0,,,0
4,DPT_MWR,MMK,9999999999999.000,,A,0,,,0
4,DPT_ODA,MMK,9999999999999.000,,A,0,,,0
4,DPT_ODO,MMK,9999999999999.000,,A,0,,,0
4,DPT_OPAL,MMK,9999999999999.000,,A,0,,,0
4,DPT_OPN,MMK,9999999999999.000,,A,0,,,0
4,DPT_POI,MMK,9999999999999.000,,A,0,,,0
4,DPT_POW,MMK,9999999999999.000,,A,0,,,0
4,DPT_RCC,MMK,9999999999999.000,,A,0,,,0
4,DPT_REC,MMK,9999999999999.000,,A,0,,,0
4,DPT_REJ,MMK,9999999999999.000,,A,0,,,0
4,DPT_RLS,MMK,9999999999999.000,,A,0,,,0
4,DPT_RPO,MMK,9999999999999.000,,A,0,,,0
4,DPT_SAB,MMK,9999999999999.000,,A,0,,,0
4,DPT_SAT,MMK,9999999999999.000,,A,0,,,0
4,DPT_SBI,MMK,9999999999999.000,,A,0,,,0
4,DPT_SLS,MMK,9999999999999.000,,A,0,,,0
4,DPT_SRA,MMK,9999999999999.000,,A,0,,,0
4,DPT_SRG,MMK,9999999999999.000,,A,0,,,0
4,DPT_TRF,MMK,9999999999999.000,,A,0,,,0
4,FAC_CLS,MMK,9999999999999.000,,A,0,,,0
4,FAC_OPN,MMK,9999999999999.000,,A,0,,,0
4,FAC_PBC,MMK,9999999999999.000,,A,0,,,0
4,FAC_PBD,MMK,9999999999999.000,,A,0,,,0
4,FAC_PBG,MMK,9999999999999.000,,A,0,,,0
4,FAC_SBC,MMK,9999999999999.000,,A,0,,,0
4,FAC_SBD,MMK,9999999999999.000,,A,0,,,0
4,FAC_SBG,MMK,9999999999999.000,,A,0,,,0
4,FAC_TFB,MMK,9999999999999.000,,A,0,,,0
4,MTG_APR,MMK,9999999999999.000,,A,0,,,0
4,MTG_BLK,MMK,9999999999999.000,,A,0,,,0
4,MTG_BRL,MMK,9999999999999.000,,A,0,,,0
4,MTG_CLS,MMK,9999999999999.000,,A,0,,,0
4,MTG_DCR,MMK,9999999999999.000,,A,0,,,0
4,MTG_HDT,MMK,9999999999999.000,,A,0,,,0
4,MTG_INR,MMK,9999999999999.000,,A,0,,,0
4,MTG_OPN,MMK,9999999999999.000,,A,0,,,0
4,MTG_RLS,MMK,9999999999999.000,,A,0,,,0
4,MTG_RLS_OD,MMK,9999999999999.000,,A,0,,,0
4,MTG_RTN,MMK,9999999999999.000,,A,0,,,0
4,MTG_SCR,MMK,9999999999999.000,,A,0,,,0
4,MTG_SCR_OD,MMK,9999999999999.000,,A,0,,,0
4,PMT_IIT,MMK,9999999999999.000,,A,0,,,0
4,PMT_OIT,MMK,9999999999999.000,,A,0,,,0
4,PMT_OITT,MMK,9999999999999.000,,A,0,,,0
4,PMT_IITT,MMK,9999999999999.000,,A,0,,,0
4,PMT_KITT,MMK,9999999999999.000,,A,0,,,0
5,ACT_ACT,MMK,.000,,I,0,,,0
5,ACT_CSH,MMK,.000,,I,0,,,0
5,ACT_DPT,MMK,.000,,I,0,,,0
5,ACT_FEE,MMK,.000,,I,0,,,0
5,ACT_GFEE,MMK,.000,,I,0,,,0
5,ACT_MAN,MMK,.000,,I,0,,,0
5,ADM_FXD,MMK,.000,,I,0,,,0
5,CRD_APR,MMK,,,I,0,,,0
5,CRD_BLK,MMK,.000,,I,0,,,0
5,CRD_CAS,MMK,.000,,I,0,,,0
5,CRD_CDR,MMK,.000,,I,0,,,0
5,CRD_CIPM,MMK,.000,,I,0,,,0
5,CRD_CLA,MMK,.000,,I,0,,,0
5,CRD_CLS,MMK,.000,,I,0,,,0
5,CRD_EXT,MMK,.000,,I,0,,,0
5,CRD_FCD,MMK,.000,,I,0,,,0
5,CRD_FCG,MMK,.000,,I,0,,,0
5,CRD_FOC,MMK,.000,,I,0,,,0
5,CRD_FRG,MMK,.000,,I,0,,,0
5,CRD_HIS,MMK,.000,,I,0,,,0
5,CRD_IFC,MMK,.000,,I,0,,,0
5,CRD_IPCT,MMK,.000,,I,0,,,0
5,CRD_MDR,MMK,.000,,I,0,,,0
5,CRD_MIPM,MMK,.000,,I,0,,,0
5,CRD_NPL,MMK,.000,,I,0,,,0
5,CRD_OPN,MMK,.000,,I,0,,,0
5,CRD_PLA,MMK,,,I,0,,,0
5,CRD_PLAD,MMK,.000,,I,0,,,0
5,CRD_PLC,MMK,.000,,I,0,,,0
5,CRD_PLO,MMK,.000,,I,0,,,0
5,CRD_REJ,MMK,,,I,0,,,0
5,CRD_RFC,MMK,.000,,I,0,,,0
5,CRD_RFD,MMK,.000,,I,0,,,0
5,CRD_RLS,MMK,.000,,I,0,,,0
5,CRD_SPAD,MMK,.000,,I,0,,,0
5,CRD_SPLA,MMK,,,I,0,,,0
5,CRD_SPLC,MMK,.000,,I,0,,,0
5,CRD_SPLO,MMK,.000,,I,0,,,0
5,CRD_TDR,MMK,.000,,I,0,,,0
5,CSH_ACT,MMK,.000,,I,0,,,0
5,CSH_BMOV,MMK,.000,,I,0,,,0
5,CSH_CSH,MMK,.000,,I,0,,,0
5,CSH_DNM,MMK,.000,,I,0,,,0
5,CSH_DPT,MMK,.000,,I,0,,,0
5,CSH_MOV,MMK,.000,,I,0,,,0
5,CTM_APR,MMK,,,I,0,,,0
5,CTM_CAS,MMK,.000,,I,0,,,0
5,DPT_ACT,MMK,.000,,I,0,,,0
5,DPT_APR,MMK,,,I,0,,,0
5,DPT_BLK,MMK,.000,,I,0,,,0
5,DPT_CAS,MMK,.000,,I,0,,,0
5,DPT_CCI,MMK,.000,,I,0,,,0
5,DPT_CCR,MMK,.000,,I,0,,,0
5,DPT_CCW,MMK,.000,,I,0,,,0
5,DPT_CDP,MMK,.000,,I,0,,,0
5,DPT_CDT,MMK,.000,,I,0,,,0
5,DPT_CEI,MMK,.000,,I,0,,,0
5,DPT_CER,MMK,.000,,I,0,,,0
5,DPT_CIP,MMK,.000,,I,0,,,0
5,DPT_CIQ,MMK,.000,,I,0,,,0
5,DPT_CIS,MMK,.000,,I,0,,,0
5,DPT_CLS,MMK,.000,,I,0,,,0
5,DPT_COD,MMK,.000,,I,0,,,0
5,DPT_COG,MMK,.000,,I,0,,,0
5,DPT_CRT,MMK,.000,,I,0,,,0
5,DPT_CSH,MMK,.000,,I,0,,,0
5,DPT_CTS,MMK,.000,,I,0,,,0
5,DPT_CWC,MMK,.000,,I,0,,,0
5,DPT_CWM,MMK,.000,,I,0,,,0
5,DPT_CWR,MMK,.000,,I,0,,,0
5,DPT_DIP,MMK,.000,,I,0,,,0
5,DPT_DLS,MMK,.000,,I,0,,,0
5,DPT_DPT,MMK,.000,,I,0,,,0
5,DPT_EMK,MMK,.000,,I,0,,,0
5,DPT_ERL,MMK,.000,,I,0,,,0
5,DPT_FBI,MMK,.000,,I,0,,,0
5,DPT_FEE,MMK,.000,,I,0,,,0
5,DPT_FOC,MMK,.000,,I,0,,,0
5,DPT_HIS,MMK,.000,,I,0,,,0
5,DPT_IFC,MMK,.000,,I,0,,,0
5,DPT_MDP,MMK,.000,,I,0,,,0
5,DPT_MIP,MMK,.000,,I,0,,,0
5,DPT_MLS,MMK,.000,,I,0,,,0
5,DPT_MWR,MMK,.000,,I,0,,,0
5,DPT_ODA,MMK,,,I,0,,,0
5,DPT_ODO,MMK,.000,,I,0,,,0
5,DPT_OPAL,MMK,.000,,I,0,,,0
5,DPT_OPN,MMK,.000,,I,0,,,0
5,DPT_POI,MMK,.000,,I,0,,,0
5,DPT_POW,MMK,.000,,I,0,,,0
5,DPT_RCC,MMK,.000,,I,0,,,0
5,DPT_REC,MMK,.000,,I,0,,,0
5,DPT_REJ,MMK,,,I,0,,,0
5,DPT_RLS,MMK,.000,,I,0,,,0
5,DPT_RPO,MMK,.000,,I,0,,,0
5,DPT_SAB,MMK,.000,,I,0,,,0
5,DPT_SAT,MMK,.000,,I,0,,,0
5,DPT_SBI,MMK,.000,,I,0,,,0
5,DPT_SLS,MMK,.000,,I,0,,,0
5,DPT_SRA,MMK,.000,,I,0,,,0
5,DPT_SRG,MMK,.000,,I,0,,,0
5,DPT_TRF,MMK,.000,,I,0,,,0
5,FAC_CLS,MMK,.000,,I,0,,,0
5,FAC_OPN,MMK,.000,,I,0,,,0
5,FAC_PBC,MMK,.000,,I,0,,,0
5,FAC_PBD,MMK,.000,,I,0,,,0
5,FAC_PBG,MMK,.000,,I,0,,,0
5,FAC_SBC,MMK,.000,,I,0,,,0
5,FAC_SBD,MMK,.000,,I,0,,,0
5,FAC_SBG,MMK,.000,,I,0,,,0
5,FAC_TFB,MMK,.000,,I,0,,,0
5,MTG_APR,MMK,,,I,0,,,0
5,MTG_BLK,MMK,.000,,I,0,,,0
5,MTG_BRL,MMK,.000,,I,0,,,0
5,MTG_CLS,MMK,.000,,I,0,,,0
5,MTG_DCR,MMK,.000,,I,0,,,0
5,MTG_HDT,MMK,.000,,I,0,,,0
5,MTG_INR,MMK,.000,,I,0,,,0
5,MTG_OPN,MMK,.000,,I,0,,,0
5,MTG_RLS,MMK,.000,,I,0,,,0
5,MTG_RLS_OD,MMK,.000,,I,0,,,0
5,MTG_RTN,MMK,.000,,I,0,,,0
5,MTG_SCR,MMK,.000,,I,0,,,0
5,MTG_SCR_OD,MMK,.000,,I,0,,,0
5,PMT_IIT,MMK,.000,,I,0,,,0
5,PMT_OIT,MMK,.000,,I,0,,,0
5,PMT_OITT,MMK,.000,,I,0,,,0
5,PMT_IITT,MMK,.000,,I,0,,,0
5,PMT_KITT,MMK,.000,,I,0,,,0
5,ACT_ACT,MMK,.000,,A,0,,,0
5,ACT_CSH,MMK,.000,,A,0,,,0
5,ACT_DPT,MMK,.000,,A,0,,,0
5,ACT_FEE,MMK,.000,,A,0,,,0
5,ACT_GFEE,MMK,.000,,A,0,,,0
5,ACT_MAN,MMK,.000,,A,0,,,0
5,ADM_FXD,MMK,.000,,A,0,,,0
5,CRD_APR,MMK,.000,,A,0,,,0
5,CRD_BLK,MMK,.000,,A,0,,,0
5,CRD_CAS,MMK,.000,,A,0,,,0
5,CRD_CDR,MMK,.000,,A,0,,,0
5,CRD_CIPM,MMK,.000,,A,0,,,0
5,CRD_CLA,MMK,.000,,A,0,,,0
5,CRD_CLS,MMK,.000,,A,0,,,0
5,CRD_EXT,MMK,.000,,A,0,,,0
5,CRD_FCD,MMK,.000,,A,0,,,0
5,CRD_FCG,MMK,.000,,A,0,,,0
5,CRD_FOC,MMK,.000,,A,0,,,0
5,CRD_FRG,MMK,.000,,A,0,,,0
5,CRD_HIS,MMK,.000,,A,0,,,0
5,CRD_IFC,MMK,.000,,A,0,,,0
5,CRD_IPCT,MMK,.000,,A,0,,,0
5,CRD_MDR,MMK,.000,,A,0,,,0
5,CRD_MIPM,MMK,.000,,A,0,,,0
5,CRD_NPL,MMK,.000,,A,0,,,0
5,CRD_OPN,MMK,.000,,A,0,,,0
5,CRD_PLA,MMK,.000,,A,0,,,0
5,CRD_PLAD,MMK,.000,,A,0,,,0
5,CRD_PLC,MMK,.000,,A,0,,,0
5,CRD_PLO,MMK,.000,,A,0,,,0
5,CRD_REJ,MMK,.000,,A,0,,,0
5,CRD_RFC,MMK,.000,,A,0,,,0
5,CRD_RFD,MMK,.000,,A,0,,,0
5,CRD_RLS,MMK,.000,,A,0,,,0
5,CRD_SPAD,MMK,.000,,A,0,,,0
5,CRD_SPLA,MMK,.000,,A,0,,,0
5,CRD_SPLC,MMK,.000,,A,0,,,0
5,CRD_SPLO,MMK,.000,,A,0,,,0
5,CRD_TDR,MMK,.000,,A,0,,,0
5,CSH_ACT,MMK,.000,,A,0,,,0
5,CSH_BMOV,MMK,.000,,A,0,,,0
5,CSH_CSH,MMK,.000,,A,0,,,0
5,CSH_DNM,MMK,.000,,A,0,,,0
5,CSH_DPT,MMK,.000,,A,0,,,0
5,CSH_MOV,MMK,.000,,A,0,,,0
5,CTM_APR,MMK,.000,,A,0,,,0
5,CTM_CAS,MMK,.000,,A,0,,,0
5,DPT_ACT,MMK,.000,,A,0,,,0
5,DPT_APR,MMK,.000,,A,0,,,0
5,DPT_BLK,MMK,.000,,A,0,,,0
5,DPT_CAS,MMK,.000,,A,0,,,0
5,DPT_CCI,MMK,.000,,A,0,,,0
5,DPT_CCR,MMK,.000,,A,0,,,0
5,DPT_CCW,MMK,.000,,A,0,,,0
5,DPT_CDP,MMK,.000,,A,0,,,0
5,DPT_CDT,MMK,.000,,A,0,,,0
5,DPT_CEI,MMK,.000,,A,0,,,0
5,DPT_CER,MMK,.000,,A,0,,,0
5,DPT_CIP,MMK,.000,,A,0,,,0
5,DPT_CIQ,MMK,.000,,A,0,,,0
5,DPT_CIS,MMK,.000,,A,0,,,0
5,DPT_CLS,MMK,.000,,A,0,,,0
5,DPT_COD,MMK,.000,,A,0,,,0
5,DPT_COG,MMK,.000,,A,0,,,0
5,DPT_CRT,MMK,.000,,A,0,,,0
5,DPT_CSH,MMK,.000,,A,0,,,0
5,DPT_CTS,MMK,.000,,A,0,,,0
5,DPT_CWC,MMK,.000,,A,0,,,0
5,DPT_CWM,MMK,.000,,A,0,,,0
5,DPT_CWR,MMK,.000,,A,0,,,0
5,DPT_DIP,MMK,.000,,A,0,,,0
5,DPT_DLS,MMK,.000,,A,0,,,0
5,DPT_DPT,MMK,.000,,A,0,,,0
5,DPT_EMK,MMK,.000,,A,0,,,0
5,DPT_ERL,MMK,.000,,A,0,,,0
5,DPT_FBI,MMK,.000,,A,0,,,0
5,DPT_FEE,MMK,.000,,A,0,,,0
5,DPT_FOC,MMK,.000,,A,0,,,0
5,DPT_HIS,MMK,.000,,A,0,,,0
5,DPT_IFC,MMK,.000,,A,0,,,0
5,DPT_MDP,MMK,.000,,A,0,,,0
5,DPT_MIP,MMK,.000,,A,0,,,0
5,DPT_MLS,MMK,.000,,A,0,,,0
5,DPT_MWR,MMK,.000,,A,0,,,0
5,DPT_ODA,MMK,.000,,A,0,,,0
5,DPT_ODO,MMK,.000,,A,0,,,0
5,DPT_OPAL,MMK,.000,,A,0,,,0
5,DPT_OPN,MMK,.000,,A,0,,,0
5,DPT_POI,MMK,.000,,A,0,,,0
5,DPT_POW,MMK,.000,,A,0,,,0
5,DPT_RCC,MMK,.000,,A,0,,,0
5,DPT_REC,MMK,.000,,A,0,,,0
5,DPT_REJ,MMK,.000,,A,0,,,0
5,DPT_RLS,MMK,.000,,A,0,,,0
5,DPT_RPO,MMK,.000,,A,0,,,0
5,DPT_SAB,MMK,.000,,A,0,,,0
5,DPT_SAT,MMK,.000,,A,0,,,0
5,DPT_SBI,MMK,.000,,A,0,,,0
5,DPT_SLS,MMK,.000,,A,0,,,0
5,DPT_SRA,MMK,.000,,A,0,,,0
5,DPT_SRG,MMK,.000,,A,0,,,0
5,DPT_TRF,MMK,.000,,A,0,,,0
5,FAC_CLS,MMK,.000,,A,0,,,0
5,FAC_OPN,MMK,.000,,A,0,,,0
5,FAC_PBC,MMK,.000,,A,0,,,0
5,FAC_PBD,MMK,.000,,A,0,,,0
5,FAC_PBG,MMK,.000,,A,0,,,0
5,FAC_SBC,MMK,.000,,A,0,,,0
5,FAC_SBD,MMK,.000,,A,0,,,0
5,FAC_SBG,MMK,.000,,A,0,,,0
5,FAC_TFB,MMK,.000,,A,0,,,0
5,MTG_APR,MMK,.000,,A,0,,,0
5,MTG_BLK,MMK,.000,,A,0,,,0
5,MTG_BRL,MMK,.000,,A,0,,,0
5,MTG_CLS,MMK,.000,,A,0,,,0
5,MTG_DCR,MMK,.000,,A,0,,,0
5,MTG_HDT,MMK,.000,,A,0,,,0
5,MTG_INR,MMK,.000,,A,0,,,0
5,MTG_OPN,MMK,.000,,A,0,,,0
5,MTG_RLS,MMK,.000,,A,0,,,0
5,MTG_RLS_OD,MMK,.000,,A,0,,,0
5,MTG_RTN,MMK,.000,,A,0,,,0
5,MTG_SCR,MMK,.000,,A,0,,,0
5,MTG_SCR_OD,MMK,.000,,A,0,,,0
5,PMT_IIT,MMK,.000,,A,0,,,0
5,PMT_OIT,MMK,.000,,A,0,,,0
5,PMT_OITT,MMK,.000,,A,0,,,0
5,PMT_IITT,MMK,.000,,A,0,,,0
5,PMT_KITT,MMK,.000,,A,0,,,0
2,DPT_REJ_OD,MMK,9999999999999.000,,I,0,,,0
2,DPT_REJ_OD,MMK,9999999999999.000,,A,0,,,0
1,DPT_REJ_OD,MMK,.000,,I,0,,,0
1,DPT_REJ_OD,MMK,.000,,A,0,,,0
3,DPT_REJ_OD,MMK,.000,,I,0,,,0
3,DPT_REJ_OD,MMK,.000,,A,0,,,0
4,DPT_REJ_OD,MMK,9999999999999.000,,I,0,,,0
4,DPT_REJ_OD,MMK,9999999999999.000,,A,0,,,0
5,DPT_REJ_OD,MMK,,,I,0,,,0
5,DPT_REJ_OD,MMK,.000,,A,0,,,0
2,DPT_CAS_OD,MMK,9999999999999.000,,I,0,,,0
2,DPT_CAS_OD,MMK,9999999999999.000,,A,0,,,0
1,DPT_CAS_OD,MMK,.000,,I,0,,,0
1,DPT_CAS_OD,MMK,.000,,A,0,,,0
3,DPT_CAS_OD,MMK,.000,,I,0,,,0
3,DPT_CAS_OD,MMK,.000,,A,0,,,0
4,DPT_CAS_OD,MMK,9999999999999.000,,I,0,,,0
4,DPT_CAS_OD,MMK,9999999999999.000,,A,0,,,0
5,DPT_CAS_OD,MMK,.000,,I,0,,,0
5,DPT_CAS_OD,MMK,.000,,A,0,,,0
